nome,sexo,id,origem,idade,salario,credito,tempo,regiao,estadocivil,educacao,nprodutos,pagamento,maxatraso
MARIA H.,feminino,8svjltcp32jqio9ccw2mob6hbf2137,5094072370,40.0,51642.0,354.0,46,sudeste,divorciado(a),fundamental,2,cartão de crédito,8
CRISTIANE K.,feminino,chgdr7czbolxt0pf1l8xdo20lq9zh7,6344285918,,60467.0,283.2,21,sudeste,casado(a),médio,2,cartão de débito,0
DANIEL U.,feminino,4a0swqvlcpxs1lgqpwrz83sm69bqdn,8056581851,26.0,72886.0,531.3,64,sudeste,casado(a),,0,cartão de débito,16
BRUNA G.,feminino,f3qbj8e8kvwq0dw847uguix4bnwv4q,3431631118,,64304.0,319.3,57,nordeste,casado(a),,2,cartão de débito,0
VERA C.,feminino,tlqwb982elcrgxqtsl3i4vcdodabin,,44.0,56951.0,673.3,25,sudeste,solteiro(a),fundamental,2,pix,4
ELIANE C.,feminino,a1tfofu1toiidsl4npvxnjdwkdl5bk,0353966326,54.0,50504.0,638.9,33,sudeste,casado(a),graduado,1,cartão de débito,0
TEREZINHA Q.,feminino,mw6iiuaaexpnmoc4xj3rq3atr3ohqj,,26.0,56219.0,462.8,25,centro-oeste,solteiro(a),,1,cartão de crédito,0
RENATA P.,feminino,b4xdjfo1hkhzgd217i3x4ox67pbbna,,49.0,94387.0,503.9,84,sudeste,separado(a),graduado,1,transferência,0
MANOEL M.,feminino,eon4dmnblo8qwz24z5j9mdeqwh4tod,9829602964,46.0,29201.0,481.0,39,sudeste,solteiro(a),graduado,2,cartão de débito,17
BEATRIZ K.,feminino,deamuwn5en2kgwxawlj536nx5gusc2,6799905737,36.0,43409.0,598.3,92,sul,casado(a),,3,cartão de débito,5
SANDRA W.,feminino,506xcxg74r8jrm1i3ckdd7pbutwstx,3136309919,24.0,36358.0,360.2,23,nordeste,separado(a),,3,cartão de débito,6
MARIANA V.,feminino,kgnh6nesj4whoblasg0qph0w2bqb8d,5493807573,31.0,76281.0,263.3,20,centro-oeste,divorciado(a),fundamental,3,cartão de débito,9
TAIS C.,feminino,gdtfcu5lx0xbg102oudv9wqi0asv7r,3276234218,50.0,48654.0,682.3,22,nordeste,solteiro(a),pós-graduado,0,pix,0
RITA P.,feminino,fhal9fct0i9dah6muqppae7aurlark,,33.0,59077.0,284.4,64,sudeste,separado(a),fundamental,0,boleto,5
ALINE L.,feminino,tc04c3jhcvigaci7hvqz9waknf0tnt,,37.0,65790.0,660.8,39,norte,casado(a),médio,1,pix,5
DANIEL L.,feminino,gno19gxmzeq9qd320t0rsp2zsod66m,,46.0,75679.0,654.4,23,sul,separado(a),médio,2,transferência,11
ERICA H.,feminino,q7owt3lmp42jhhk7r8n2xsgl1unosa,0146436822,43.0,58511.0,,49,nordeste,solteiro(a),médio,0,cartão de crédito,17
VANESSA N.,feminino,iddp36egnxlaxlfcg1z35oo7nd219m,6750602236,,40737.0,594.9,61,sudeste,solteiro(a),graduado,0,cartão de crédito,0
JOSE D.,feminino,tg79h8dtuv0j4jrir0gi2bacnhmn5x,,50.0,38405.0,597.2,60,sudeste,solteiro(a),,1,pix,8
ALINE Z.,feminino,zp7g0h06u3nzqw1o4btttp9r14ipht,8748625713,30.0,49025.0,379.8,16,sudeste,casado(a),,0,cartão de débito,13
GABRIELA S.,feminino,k4q37xzbs7bbm3jf669ml5hris8lln,,36.0,84717.0,516.8,32,sudeste,divorciado(a),fundamental,1,boleto,15
NATALIA U.,feminino,h7ni2ezrrmzd5fnuhqwta8rh4uwqg8,,37.0,73228.0,639.6,23,nordeste,separado(a),fundamental,1,cartão de crédito,5
CARLA D.,feminino,ekjgx6cxr9ald6a5id3f6ee30qh2mr,6655116642,44.0,30557.0,466.3,19,centro-oeste,solteiro(a),,3,cartão de débito,0
TAIS I.,feminino,tmrd5704f0pbkrnpx4mgausvab3i7d,7484247662,41.0,71978.0,531.4,47,sudeste,casado(a),,1,pix,12
CRISTIANE R.,feminino,bj5mmt5ik175wpw1pd3o524l6iz30p,6541009666,29.0,32239.0,363.8,22,sudeste,divorciado(a),fundamental,4,cartão de crédito,12
GABRIEL B.,feminino,q7vgvai7p7zeppesddzwec0f9bz4cc,,36.0,48377.0,534.8,35,sudeste,solteiro(a),médio,2,pix,10
DANIELA X.,feminino,c21x7mxlj93wct1l2v4g59gucgs9ug,0621969634,43.0,39403.0,629.3,24,sul,casado(a),médio,1,cartão de crédito,5
MARCIA P.,feminino,ag318k0312m7azzmcktppshjuts1xd,,42.0,53563.0,414.7,25,centro-oeste,divorciado(a),fundamental,0,cartão de crédito,0
FERNANDA M.,feminino,25z1knxcanmduazlgrkrzji627j2qx,8664325097,26.0,55529.0,593.9,35,sudeste,solteiro(a),fundamental,2,cartão de crédito,0
SONIA A.,feminino,fn22hf4o98e3eie9jnwxma3tkd04u8,,42.0,38666.0,378.3,41,sudeste,casado(a),fundamental,4,cartão de crédito,0
BEATRIZ E.,feminino,zl4t7cvea38oahdjm504up651ucqrt,6727413886,,39864.0,801.1,19,sudeste,casado(a),fundamental,0,cartão de débito,6
TAIS G.,feminino,ti0uqbuld0zs08z38fbjmt08g8lm3k,2521764166,23.0,41867.0,493.4,19,nordeste,solteiro(a),,3,cartão de débito,5
LUANA U.,feminino,ncjkmb7ld8pt4mdpx8vr6wz1uzu579,,41.0,68092.0,471.5,40,centro-oeste,casado(a),,2,pix,2
JOSEFA D.,feminino,qwld3gnc9kvkromvestcvd8cpqo452,5830743112,29.0,57950.0,631.5,24,sudeste,casado(a),pós-graduado,2,cartão de crédito,2
LETICIA P.,feminino,jwu50ifvh8kmoubnmjrfgomfgeg54z,,32.0,43041.0,604.8,87,sudeste,casado(a),fundamental,0,cartão de crédito,12
ANTONIA X.,feminino,pf31p8n3k77w49f0unaadzfbfhqseg,5774853746,30.0,59543.0,476.1,50,sul,solteiro(a),,1,boleto,11
SUELI L.,feminino,awgn0etv6wf66qinnv62b3cg8pxsat,7070458176,46.0,86913.0,534.9,35,sudeste,divorciado(a),pós-graduado,1,cartão de crédito,8
FRANCISCA E.,feminino,0obc3bvch6dze4r4hz506x5zw5cfis,1747270539,44.0,95317.0,378.9,84,sul,solteiro(a),fundamental,0,cartão de débito,10
ISABEL H.,feminino,06kp8aciuklx9wj975cp3l8njt66u5,6531769519,32.0,62105.0,345.9,21,sudeste,casado(a),graduado,1,cartão de crédito,0
ROSA B.,feminino,slzs4q4gapoqlbgb3ztn4ddpeh8zh8,2412060076,28.0,57609.0,471.8,30,sudeste,casado(a),médio,0,cartão de crédito,0
MARIA Z.,feminino,h4uixsatgwhkl07nigd8o2stsft8ee,4742572720,32.0,71873.0,,25,sul,divorciado(a),,0,transferência,4
MARIA I.,feminino,zvi5gvmnbzawdv7vvfl473s3srkkxq,6357815696,18.0,45891.0,231.9,11,centro-oeste,casado(a),fundamental,2,cartão de débito,2
DANIEL W.,feminino,0ee4k5nzl4jg0pv79hkffjpsrhigeq,7604431463,25.0,51480.0,388.3,57,centro-oeste,solteiro(a),pós-graduado,2,transferência,0
LARISSA C.,feminino,wp6ijm9ec1bh4j7nhslwb84w8jzkc8,1133985343,34.0,60669.0,678.9,35,nordeste,casado(a),outros,0,cartão de débito,0
SIMONE D.,feminino,u8mozeqwam0ma2jkqgpgbzwcolmee9,3069429119,28.0,35732.0,257.5,21,centro-oeste,solteiro(a),outros,4,cartão de crédito,12
ANA L.,feminino,u335oadp88jhc2hcb5g0z2j6r7d16s,0800584901,37.0,36999.0,,16,sudeste,solteiro(a),médio,0,cartão de débito,0
BRUNA V.,feminino,i3olkhkhmek4ovgm1rdfbo51x58efv,1929807881,32.0,128131.0,642.3,34,nordeste,separado(a),fundamental,1,cartão de crédito,7
SUELI T.,feminino,muzpdaqxha1otgpdo399aa42qgz8bc,,35.0,55436.0,,96,nordeste,casado(a),médio,2,cartão de débito,10
RENATA P.,feminino,nn0tps53hlwujdrtbkipd2gtefe86c,9660939741,,38148.0,435.1,24,sudeste,viúvo(a),,3,transferência,6
ANA R.,feminino,hboccmozgvfptlrk5ae1zrntw3jdgg,,28.0,29714.0,561.6,42,nordeste,separado(a),médio,1,cartão de débito,12
TEREZINHA S.,feminino,21njukwxw0bhnugwaxcxnnvf76egjd,,23.0,70971.0,327.4,24,nordeste,casado(a),fundamental,0,cartão de crédito,13
JOSEFA S.,feminino,u7n7gkhimcz9q0az9rkprsfxxqxgbl,,43.0,71842.0,665.2,76,sudeste,solteiro(a),,3,cartão de crédito,0
MANOEL K.,feminino,pkxf1co7lhs407rkq2p28kg042vlj3,3259382967,49.0,59040.0,494.4,51,sudeste,casado(a),,1,pix,0
VITORIA N.,feminino,7uk3ua6hffodzfuir0ukbnnf7fkn2h,9070926875,34.0,57688.0,698.2,21,centro-oeste,casado(a),médio,0,cartão de crédito,5
JESSICA X.,feminino,2w0s01zg6390zqzs4lha3tho2xx7sl,,51.0,35204.0,651.4,28,centro-oeste,divorciado(a),,0,cartão de crédito,4
FERNANDA K.,feminino,tqqskc1avu4currdwi8lnqdbrs826r,2007560890,27.0,54471.0,469.4,32,centro-oeste,casado(a),fundamental,2,pix,0
ERICA R.,feminino,7iicvp5isow6axt150gd0wlu0wa8ed,,21.0,72354.0,396.2,19,sudeste,casado(a),médio,0,pix,0
ELIAS R.,feminino,0p814qlojbrt4htzbomojr0ubjs8tp,9495435455,52.0,81404.0,577.8,44,sudeste,solteiro(a),outros,1,cartão de débito,12
BEATRIZ T.,feminino,wm8ioka4c0c8cj87k2bckc6swg22vm,,38.0,69386.0,603.4,23,sudeste,casado(a),,0,cartão de débito,10
PATRICIA Z.,feminino,95z705zpka5dxixi9wbg1m0rdzai7g,2012691655,31.0,82740.0,536.4,26,centro-oeste,casado(a),graduado,3,pix,10
ANA G.,feminino,v06osczjxmarmnknni3z8z3eaqx8q7,,33.0,89397.0,301.1,55,sudeste,solteiro(a),graduado,1,cartão de crédito,12
LUIZ M.,feminino,izkso0krk8hwkw9k5gunonvippv226,,27.0,50717.0,311.0,50,sudeste,casado(a),fundamental,2,pix,0
MARIANA K.,feminino,df60a5psuqn0bqpz71aqewlc105dda,3505444683,36.0,48350.0,399.1,28,sudeste,casado(a),médio,2,boleto,0
APARECIDA D.,feminino,9ast6hitt1zfh7gukladivvcjxvnxb,2678592004,26.0,49953.0,633.2,42,centro-oeste,divorciado(a),médio,2,cartão de débito,6
ROSANGELA V.,feminino,i67u1gesb6ak9wgpjq930dd77mznlx,5709066393,28.0,36275.0,281.9,23,nordeste,divorciado(a),fundamental,1,pix,3
VERA B.,feminino,ml8qbuagrw0ifh5tm5bbbtaauo2tvi,3249279450,56.0,47830.0,885.8,20,centro-oeste,casado(a),graduado,2,cartão de crédito,4
PATRICIA B.,feminino,mklgqenutl2x7rlohb1wtqr5kvuzv9,9500229499,23.0,49494.0,531.1,19,sudeste,casado(a),,1,boleto,11
TEREZINHA E.,feminino,2tdqv58j2aqmezn84aosusg5g78f1q,8889012233,37.0,45672.0,514.5,16,nordeste,separado(a),graduado,0,boleto,15
MARIA O.,feminino,6wdfiwpcqn7q4avpexz1u1v7jamenv,,29.0,49007.0,313.0,21,sudeste,separado(a),pós-graduado,0,boleto,17
BEATRIZ I.,feminino,g4z08o05cc8uburgeocta3ce10n0rm,,29.0,71760.0,519.7,39,sudeste,casado(a),médio,1,pix,0
NATALIA B.,feminino,ccsuj69zaeqahmobr8oki2h7iwzkh0,,27.0,45813.0,511.2,21,nordeste,divorciado(a),fundamental,1,boleto,0
GABRIEL Q.,feminino,k5ka509dzj54exvf0l12ckktb94vwz,6677937069,30.0,52688.0,351.5,30,sudeste,solteiro(a),médio,2,boleto,14
TEREZINHA K.,feminino,z5d636va79uvbi1jbzwdgxgu8bvi18,,40.0,55621.0,351.9,33,sul,separado(a),fundamental,0,cartão de débito,10
TEREZINHA G.,feminino,wtmifpd2wf3kucb8zmbhgcbdk5n66p,,37.0,72362.0,669.3,70,centro-oeste,casado(a),graduado,1,cartão de crédito,0
JULIANA S.,feminino,2sjv5pvf1es8mxo9u2f4mhqjo08qii,,40.0,53108.0,348.9,33,sudeste,casado(a),outros,0,pix,9
JAQUELINE L.,feminino,d737bb3nxu71rjp10dfi5i55da05d8,9246630531,,59313.0,483.7,28,sul,solteiro(a),graduado,3,cartão de débito,13
NATALIA H.,feminino,6me0njfrhihb8ktkhx9312absozf37,0612479590,27.0,51943.0,630.4,34,sudeste,casado(a),fundamental,0,cartão de débito,9
GABRIELA W.,feminino,9xmwprbgal1nrrpo3xf9jj7do2j96q,,35.0,50312.0,,24,sudeste,casado(a),fundamental,1,pix,11
ERICA D.,feminino,8whv3njlax4hklpmumclvq6jjo05ov,4680275347,23.0,60457.0,223.0,23,sudeste,casado(a),médio,0,boleto,15
NATALIA J.,feminino,8irob541njlkofgv58oiw274qkgg05,,30.0,45229.0,286.2,18,sudeste,solteiro(a),fundamental,0,boleto,12
JESSICA O.,feminino,7chwlwnmv4vulpbn97ww42ltxo8p19,,34.0,44219.0,486.0,48,sul,divorciado(a),outros,1,cartão de crédito,0
ROSANGELA G.,feminino,xge8755lvirwbucarwl1n9hv8nv93x,0905987626,45.0,96114.0,783.6,43,norte,solteiro(a),graduado,0,boleto,9
VANESSA V.,feminino,vhbuio4hxcvfrk0i9n4umibqspxnxb,6373985558,36.0,66905.0,,32,sudeste,separado(a),médio,0,cartão de crédito,8
DANIEL D.,feminino,emqdjq7bxomcg642t8vjjwrtqmq0ot,8213275967,25.0,33446.0,592.6,65,sul,casado(a),médio,1,pix,0
JULIA X.,feminino,z8sncntezwq7gfu3q9zg2ovvupl5ot,,22.0,47923.0,345.0,32,sudeste,casado(a),médio,0,pix,8
LUIZ P.,feminino,qzzzn1op18cee3ogzvdkv3g6z6ni58,5082262508,71.0,83356.0,910.8,37,sudeste,divorciado(a),médio,2,cartão de crédito,6
ELIAS J.,feminino,vs8a2oi8j1tisnw0sdnfe1ga7hcq3r,0898054580,46.0,78554.0,769.3,168,sudeste,solteiro(a),médio,1,boleto,0
VERA X.,feminino,oderkpah0974t3b76wx4uindztfamw,,39.0,39408.0,368.9,61,sul,solteiro(a),,1,pix,14
DANIELA K.,feminino,2imcunkuggtlpledrng6pabcuancau,2781097573,48.0,66586.0,762.4,31,nordeste,casado(a),graduado,2,cartão de crédito,0
LUCIANA J.,feminino,f0ipvadqtu7pdiahu1rw4agfh2rdrg,7240796674,,25273.0,438.3,17,sudeste,casado(a),fundamental,3,transferência,15
SIMONE O.,feminino,ep5skacnhrp5dcqi6sf3qb2e038un7,0784689035,39.0,92763.0,379.5,31,sudeste,casado(a),graduado,1,cartão de crédito,12
SIMONE J.,feminino,bx7k0go2nfoc5nr1ozzetxebzswufu,6309568839,30.0,68080.0,523.5,51,sudeste,solteiro(a),,2,cartão de crédito,0
ELIANE E.,feminino,ckafn7trm0b6sehg9zn5bcg0kt1h8h,8276770224,36.0,61239.0,323.5,39,nordeste,solteiro(a),fundamental,0,cartão de débito,10
VANESSA O.,feminino,cae4ivfw2g7lbk3hk9s068p20sk2b0,4911816083,46.0,46152.0,691.3,18,sudeste,casado(a),fundamental,1,cartão de débito,5
TAIS T.,feminino,6305xbtqlh418asaali1oifwxjvf4z,5319341606,43.0,35730.0,506.8,23,sul,solteiro(a),,0,cartão de débito,6
BEATRIZ D.,feminino,e364ehmzxjmq5aoisc6hoz898ftcx8,5365231334,35.0,48916.0,370.9,22,centro-oeste,divorciado(a),outros,1,cartão de débito,5
MARIANA X.,feminino,q6o78jm5afe8b1zn7p2itlt6xge91b,3179542005,38.0,81459.0,461.3,56,sul,divorciado(a),médio,0,cartão de crédito,5
TAIS R.,feminino,2xi2gwae4gg0rthdnqwwxcsxegzgea,2087390967,41.0,46270.0,565.3,16,sudeste,separado(a),outros,0,cartão de crédito,10
LETICIA Z.,feminino,s8cnixjc7vmek1htnjceif9q5cs2xz,,22.0,42328.0,471.2,18,sudeste,casado(a),outros,1,boleto,2
MARCIA B.,feminino,l81wm62pjeu573kw7mwl9jk17mvmgp,0203389293,30.0,42568.0,452.7,56,sudeste,solteiro(a),médio,3,cartão de crédito,0
CARLA P.,feminino,6wggwvkjbi99xmxztwnodjpunekd9a,7026062135,50.0,98305.0,599.2,33,nordeste,casado(a),fundamental,2,boleto,4
SIMONE R.,feminino,dbhn3xk7zlfjlq3d9ds8eohqdsq7sn,8351561809,,80388.0,300.1,94,centro-oeste,casado(a),fundamental,0,boleto,11
ERICA Q.,feminino,ce2p9kte22qcch7ggkzwxfjte363kt,0273160872,43.0,41727.0,544.0,20,centro-oeste,divorciado(a),médio,1,cartão de débito,0
JULIA C.,feminino,fhe7e7wxfo1r3r70t3ara9dh6qhlhx,0483081732,63.0,51736.0,898.5,33,sudeste,casado(a),fundamental,2,cartão de débito,3
JOSEFA Z.,feminino,uxfhuv7ce1rb0fcf7rw7uwk4x2pzej,7992556578,,39936.0,550.1,45,nordeste,divorciado(a),fundamental,0,cartão de débito,0
BRUNA M.,feminino,g9twsda636u5aco81g1tsijilxgx1d,,55.0,54212.0,,63,sul,divorciado(a),graduado,0,cartão de débito,0
ISABEL X.,feminino,xsmuiiwvs7h6d461sa2lenrp1k4m4x,6129698787,32.0,41087.0,615.0,46,sudeste,divorciado(a),fundamental,0,cartão de crédito,9
ISABEL K.,feminino,d747l7hfqwldz860ead9w1dkq3kx5j,,,47759.0,415.3,15,norte,divorciado(a),médio,1,cartão de crédito,23
FRANCISCA H.,feminino,xd0x1j897brtbgwez440133itgmje8,4952563051,37.0,39833.0,,14,sudeste,separado(a),,1,cartão de débito,0
MARIA U.,feminino,ucmteotaxabudtcpxwaxj218s4fshn,6432729683,34.0,62743.0,473.6,36,sudeste,solteiro(a),outros,1,boleto,0
MARLENE L.,feminino,ntm4oxs6fujsc4imenlh5rr72dqwa7,,35.0,62788.0,521.2,133,nordeste,separado(a),médio,0,pix,0
ROSANGELA H.,feminino,p7oxk1a7qw1ckqg8g5hdq05rejkg69,,40.0,73802.0,439.7,75,sudeste,casado(a),pós-graduado,0,cartão de crédito,10
NATALIA D.,feminino,tzpgfi9pb4392e2r7h62ia9nlq5i8t,,30.0,92200.0,326.0,29,sudeste,casado(a),graduado,1,pix,5
VANESSA Z.,feminino,d12zqm7laaeadujzl2czgkviw8alst,0851204661,35.0,52391.0,570.8,21,sudeste,divorciado(a),fundamental,0,boleto,0
ALESSANDRA J.,feminino,2iixnf4axdk65v35fng2vvtooh8re7,8864468479,30.0,43229.0,321.9,14,sudeste,divorciado(a),fundamental,1,pix,15
VERA R.,feminino,0kmd19o9rdu8mgp3ldajzwnlpa4dzt,4521064705,63.0,83594.0,644.8,130,sudeste,casado(a),graduado,1,boleto,2
JOSEFA B.,feminino,krebe5b3cm9baq2nvv31uwnv38i1kr,9194763002,29.0,54219.0,442.8,50,nordeste,divorciado(a),fundamental,1,pix,0
MANOEL N.,feminino,0het1jdj05ho1dtd74fooakki7be9g,0736575043,51.0,77309.0,756.3,24,sudeste,casado(a),graduado,1,pix,0
MARCIA N.,feminino,lf3o87q94849xmw7fwa0iqbxnpx9b9,7926834733,,104312.0,459.1,40,centro-oeste,separado(a),,0,cartão de débito,15
JULIANA R.,feminino,0g5djpjpjxmvmzfcq8qjlzjxa3j0o1,3783759426,40.0,45406.0,695.2,39,centro-oeste,casado(a),outros,0,pix,0
ADRIANA N.,feminino,v8md57ib5kkbjcu8svo34b30hxajrd,5598805071,29.0,92471.0,661.6,27,sudeste,solteiro(a),graduado,1,cartão de débito,10
ALESSANDRA B.,feminino,pnmpkug3aplv6qtbmfjngelocqw65a,,24.0,33106.0,376.1,42,nordeste,solteiro(a),fundamental,2,cartão de débito,0
LUIZA X.,feminino,cj2e6i63wgf4cuenpqv5qx24azgb2u,,57.0,91138.0,719.7,45,sul,solteiro(a),médio,2,cartão de crédito,0
BEATRIZ C.,feminino,90n9m86illc54c8uwhwzk9uqrujuv5,5029576076,37.0,36685.0,663.3,45,centro-oeste,divorciado(a),fundamental,2,cartão de débito,0
RENATA C.,feminino,f969w93f5op0m6btxd88xhjv6x0qik,,27.0,54365.0,557.7,134,sudeste,casado(a),fundamental,0,boleto,8
ISABEL Z.,feminino,a67rsug8drb8756emzmt8bpuzzs4dq,1789732840,43.0,39844.0,448.3,58,sudeste,casado(a),graduado,1,pix,0
CARLA G.,feminino,hzx42n23fwhb2clwuw2rs3vonrju1l,4460303364,29.0,49849.0,664.2,15,sudeste,solteiro(a),médio,2,boleto,9
MARLENE T.,feminino,xldmp40euhxvr8imxcb9cbu6zxq3m5,,24.0,36998.0,454.7,30,nordeste,casado(a),médio,1,cartão de débito,0
JOSEFA E.,feminino,ahwngmuo31tv64ka95j3phme38ofkp,7888769693,59.0,42932.0,914.2,39,sul,solteiro(a),médio,1,cartão de crédito,0
NATALIA Q.,feminino,zb0q0xf1g5w1ellbjw1s9l4t2f5a4h,5430041090,25.0,44583.0,445.9,21,sul,divorciado(a),fundamental,0,transferência,0
BRUNA X.,feminino,vou9ltcf7u9rbms48b1h2gwlkl1els,,35.0,70523.0,502.6,21,nordeste,solteiro(a),graduado,1,boleto,9
ANA L.,feminino,auwz80xo4g08tzd9g4pmb1kun17f83,9677331990,32.0,43721.0,669.4,13,nordeste,solteiro(a),,2,cartão de débito,0
DANIELA H.,feminino,lqffnsfqr7b29jifw7q6sl2ui4n4u3,3979241224,47.0,53957.0,674.6,63,sudeste,solteiro(a),graduado,2,boleto,0
AMANDA U.,feminino,m37zrhl33d49a86umixa0vdhjv58xn,0550656111,35.0,103881.0,458.2,49,sul,casado(a),médio,0,cartão de débito,10
NATALIA C.,feminino,3hrjanr5nrhfe40fqe6i8b57ztdon9,,28.0,60435.0,641.3,23,centro-oeste,solteiro(a),outros,1,boleto,10
VITORIA Q.,feminino,totvf92as8odkr2nod9shvbvnaewqr,7942410585,51.0,124811.0,832.9,52,nordeste,solteiro(a),outros,1,cartão de débito,0
ALINE J.,feminino,8vzweh3lzw0fez7c75i50f1oigbowx,3784958077,46.0,62494.0,714.4,41,sudeste,divorciado(a),outros,3,cartão de crédito,4
TAIS V.,feminino,4hfjkq0is3rd2gald0ulmlr5i4l0i4,,38.0,61694.0,600.8,38,nordeste,separado(a),graduado,0,boleto,0
ALESSANDRA T.,feminino,uaen3h388wwjil0vt2w5528atr33no,4170114423,27.0,34013.0,326.6,21,centro-oeste,separado(a),fundamental,1,cartão de débito,0
GABRIEL H.,feminino,gimajvihc046ek1qi8zws8nzn0udps,2607815308,39.0,68005.0,492.4,22,sul,casado(a),fundamental,1,cartão de crédito,23
VERA X.,feminino,187ifznxjtsfdea53hqcg464nid076,0356990680,37.0,65382.0,413.3,48,nordeste,divorciado(a),médio,0,cartão de crédito,0
DANIELA Z.,feminino,9ep4kehct67oq3o5iqxr2ndrf7ukrs,,44.0,77555.0,637.0,25,sudeste,solteiro(a),,1,pix,20
ROSANGELA F.,feminino,6matxjqhoe9sctigzqdt9jpwsfwn8p,,30.0,63008.0,640.0,52,sudeste,casado(a),fundamental,1,boleto,7
TEREZINHA B.,feminino,wwl8vvkxjxfra9u4cr9p6fjtqccgrv,,21.0,48355.0,527.2,14,nordeste,solteiro(a),fundamental,1,cartão de crédito,1
LARISSA A.,feminino,6hb0w32bsfzza9h5a5hlvwgv7xuzbo,4692083533,38.0,70613.0,,27,sudeste,separado(a),pós-graduado,2,cartão de crédito,4
SUELI G.,feminino,jaz32ah34cocoefw769vrhisb93to1,6018332738,25.0,50408.0,316.1,51,centro-oeste,casado(a),,0,boleto,2
MANOEL B.,feminino,ox0x01w8ziv26kzfcfo5hrqhjij70v,8636921868,34.0,45660.0,565.3,74,nordeste,separado(a),fundamental,1,transferência,2
LUCIANA C.,feminino,1fwom76zq68ogq8akj5kaz4kmz6o4o,6807671325,24.0,51904.0,305.1,44,centro-oeste,viúvo(a),médio,1,cartão de crédito,0
FERNANDA R.,feminino,a481gjijkpugn7tvekprhb141n09mt,,50.0,111420.0,689.5,47,centro-oeste,solteiro(a),,2,pix,10
LUCIANA R.,feminino,6rkcmw7ghjgp9w00j5d8d2ml26d8hz,9102976016,30.0,79547.0,441.6,33,sudeste,separado(a),graduado,4,cartão de débito,12
MARIA Q.,feminino,7kubrsxz6swxk491zonenon53pdbop,,28.0,50349.0,425.3,54,sudeste,solteiro(a),graduado,2,cartão de débito,0
LARISSA T.,feminino,prqh0ogc453rw6kdbcw62x2ekx7cxc,7686329421,34.0,55109.0,658.8,26,sudeste,solteiro(a),médio,0,cartão de débito,9
MARIA Q.,feminino,fzuhwagzcs6kzht9di351dpa8hh5u5,4271114550,46.0,40194.0,646.0,17,sudeste,casado(a),,1,cartão de débito,5
FERNANDA B.,feminino,s9iprezx8lk4dmwanvlut83xdottnq,,39.0,75432.0,586.2,97,sudeste,solteiro(a),médio,1,boleto,2
MARIA B.,feminino,3w9shz2ppt0fc6hchrhgu91i5faqjk,,37.0,64110.0,451.2,50,sudeste,casado(a),outros,1,cartão de crédito,14
ADRIANA U.,feminino,fcbpc0zl7dw4bzj0zlq3mnlvki1udh,5385343825,38.0,30682.0,671.4,37,norte,solteiro(a),,4,boleto,0
ANA R.,feminino,h2xor3kuv09u6s8t21p1nt2usp3caz,7415286495,54.0,62444.0,572.8,28,centro-oeste,solteiro(a),,1,boleto,0
FRANCISCA B.,feminino,tnddwgrzg5okzrh8adh29av9o3w1ig,2566714529,39.0,70034.0,717.6,34,sudeste,viúvo(a),outros,0,pix,0
DANIEL W.,feminino,b62rm28tidi3kxdxg4jugxtdhxfim6,7654322726,32.0,58024.0,429.5,52,sudeste,divorciado(a),médio,1,pix,0
ELIANE S.,feminino,z87nbprbs5raqflg623vibisd1kaga,0932464464,40.0,29101.0,708.8,31,centro-oeste,casado(a),fundamental,2,boleto,0
ELIANE Q.,feminino,hgtdxufxjdt0447r5z5va6hnar48l1,7899865522,23.0,42656.0,434.8,18,nordeste,solteiro(a),fundamental,1,cartão de crédito,8
BEATRIZ T.,feminino,40w21k4srlv4i8hfisruxwdb7suu62,,32.0,63312.0,471.7,27,centro-oeste,solteiro(a),graduado,1,cartão de crédito,0
FERNANDA I.,feminino,19t2twqmepvwshgldzjoolcshb22h7,,39.0,74104.0,516.2,77,sudeste,solteiro(a),outros,0,pix,0
LARISSA X.,feminino,b388da3tco3e3qw57jmdsdno4vk783,9543328923,24.0,30604.0,245.4,22,sudeste,divorciado(a),,4,pix,0
ANTONIA N.,feminino,lso8u358h9x75tizzxf30e1gjrciwh,3580319963,54.0,91843.0,760.2,30,centro-oeste,separado(a),médio,1,pix,0
LETICIA W.,feminino,cb1s3jfki57n8borzzerrbzx2a4uqs,5313863392,,67944.0,707.1,50,sudeste,solteiro(a),médio,3,cartão de débito,12
ELIANE C.,feminino,hpcb0pih8hdgpkebjg1xjgn0kkxv38,,31.0,74037.0,549.0,85,sudeste,divorciado(a),graduado,1,pix,12
SONIA F.,feminino,g68belw6sv6oawsf5wrx97so35i4u5,5240174472,32.0,62424.0,336.4,48,sudeste,divorciado(a),médio,1,cartão de crédito,0
JULIANA X.,feminino,1lqezu0cefa5b3nuhq5njmbzftef3h,7606438047,30.0,75735.0,418.5,43,sudeste,casado(a),,1,cartão de crédito,0
MARIANA O.,feminino,ml89rw423dzl1029vfub1q7r3wuz9t,,42.0,79224.0,641.3,30,nordeste,divorciado(a),outros,0,cartão de débito,0
ISABEL L.,feminino,bzsf70bd9zznmdj8mr5p54bz1ontvj,8362014458,33.0,52684.0,675.9,45,sudeste,separado(a),pós-graduado,0,boleto,0
GABRIELA F.,feminino,nbnwki18cwzgfo4m4z5pp82fawzzgs,7845154833,23.0,50998.0,310.7,48,sudeste,solteiro(a),fundamental,2,cartão de crédito,9
